Initiative Record ID#,Initative Type,Marketing Projects Record ID#,Page Name,Website,Priority,Assigned To,Initiative CF Status,Content Lauch Date,CF Required Completion Date,CF Actual Start Date,Duration,CF Projected Completion Date,CF Actual Completion Date,Days Overdue,ULDs Req.,ULDs Total Sent to CF  (Queued),ULDs Total Sent to CF (Deficit) or Overage,Contacts Req. For EM,Links Req.,Contacts Total Harvested,Contacts Total Harvested (Deficit) Overage,# of Campaigns,Campaigns,Add Campaign,Contact Finding: History/Notes/Issues,Initiative Email Marketing Status,Email Marketing Projected Send Date,Email Marketing Actual Send Date (Start),Email Marketing Actual Send Date (Completion),Total # Email Sent,Sent Email (Deficit) Overage,Campaign - Total Projected Links From Email Sent,Total # of Links Built,Email Marketing: History/Notes/Issues,Total Projected Links Built To Date,Projected Conversion % - To Date,Actual Conversion %,Performance - Links Builts Vs. Projected to Date,Total ULD Built,Total Actual Contacts Harvested (Ref Only)
828,RMI,845,Hawaii,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",316,"-2,350.6666666667","1,481.4814814815",10,595,-886.48148148148,4,828,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=828&z=bgfb,,In Progress,,02-23-2016,,826,-655.48148148148,6.195,7,,5.9789595,0.72384497578692%,0.84745762711864%,1.0210405,5,595
829,RMI,846,Idaho,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",469,"-2,197.6666666667","1,481.4814814815",10,958,-523.48148148148,4,829,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=829&z=bgfb,,Complete,,02-23-2016,05-03-2016,1397,-84.481481481482,10.4775,31,,10.089684,0.72223937007874%,2.219040801718%,20.910316,30,958
830,RMI,847,Illinois,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Complete,,,,7,,04-26-2016,,"2,666.6666666667",4603,"1,936.3333333333","1,481.4814814815",10,"6,019","4,537.5185185185",4,830,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=830&z=bgfb,,Complete,,02-09-2016,05-03-2016,"10,491","9,009.5185185185",78.6825,34,,76.35402,0.72780497569345%,0.3240873129349%,-42.35402,30,6019
831,RMI,848,Indiana,OnlineColleges.net,Done - Seattle Override,,Not Started,,,,7,,,,"8,000",2554,"-5,446","4,444.4444444444",30,"3,432","-1,012.4444444444",4,831,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=831&z=bgfb,,Complete,,02-01-2016,05-03-2016,5868,"1,423.5555555556",44.01,36,,42.805596,0.72947505112474%,0.61349693251534%,-6.805596,31,3432
832,RMI,849,Iowa,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"7,733.3333333333",2106,"-5,627.3333333333","4,296.2962962963",29,"2,858","-1,438.2962962963",4,832,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=832&z=bgfb,,Complete,,02-01-2016,05-03-2016,4863,566.7037037037,36.4725,24,,35.489586,0.72978790869833%,0.49352251696484%,-11.489586,17,2858
833,RMI,850,Kansas,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Complete,,,,7,,04-26-2016,,"2,666.6666666667",1163,"-1,503.6666666667","1,481.4814814815",10,"2,201",719.51851851852,4,833,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=833&z=bgfb,,Complete,,02-23-2016,05-03-2016,3257,"1,775.5185185185",24.4275,34,,23.486604,0.72111157506908%,1.0439054344489%,10.513396,26,2201
834,RMI,851,Kentucky,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",816,"-1,850.6666666667","1,481.4814814815",10,"1,434",-47.481481481482,4,834,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=834&z=bgfb,,Complete,,02-23-2016,05-03-2016,2209,727.51851851852,16.5675,2,,15.9126855,0.7203569714803%,0.090538705296514%,-13.9126855,2,1434
835,RMI,852,Louisiana,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",1173,"-1,493.6666666667","1,481.4814814815",10,"1,464",-17.481481481482,4,835,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=835&z=bgfb,,Complete,,02-09-2016,05-03-2016,2618,"1,136.5185185185",19.635,8,,19.045068,0.72746631016043%,0.30557677616501%,-11.045068,6,1464
836,RMI,853,Maine,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",789,"-1,877.6666666667","1,481.4814814815",10,"1,432",-49.481481481482,4,836,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=836&z=bgfb,,Complete,,02-23-2016,05-03-2016,2177,695.51851851852,16.3275,25,,15.733719,0.72272480477722%,1.1483693155719%,9.266281,17,1432
837,RMI,854,Maryland,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Complete,,,,7,,04-26-2016,,"2,666.6666666667",1613,"-1,053.6666666667","1,481.4814814815",10,"3,353","1,871.5185185185",4,837,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=837&z=bgfb,,Complete,,02-23-2016,05-03-2016,4870,"3,388.5185185185",36.525,11,,35.1234525,0.72122079055441%,0.2258726899384%,-24.1234525,8,3353
838,RMI,855,Massachusetts,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Complete,,,,7,,04-26-2016,,"2,666.6666666667",2307,-359.66666666667,"1,481.4814814815",10,"3,225","1,743.5185185185",4,838,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=838&z=bgfb,,Complete,,02-17-2016,05-03-2016,5489,"4,007.5185185185",41.1675,17,,39.77122125,0.72456223811259%,0.3097103297504%,-22.77122125,17,3225
839,RMI,856,Michigan,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Complete,,,,7,,04-26-2016,,"8,000",3987,"-4,013","4,444.4444444444",30,"5,220",775.55555555556,4,839,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=839&z=bgfb,,Complete,,02-01-2016,05-03-2016,9020,"4,575.5555555556",67.65,70,,65.79594,0.72944501108647%,0.7760532150776%,4.20406,54,5220
840,RMI,857,Minnesota,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Complete,,,,7,,04-26-2016,,"2,666.6666666667",2176,-490.66666666667,"1,481.4814814815",10,"2,726","1,244.5185185185",4,840,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=840&z=bgfb,,Complete,,02-17-2016,05-09-2016,4847,"3,365.5185185185",36.3525,24,,34.967856,0.7214329688467%,0.4951516401898%,-10.967856,21,2726
841,RMI,858,Mississippi,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",930,"-1,736.6666666667","1,481.4814814815",10,"1,227",-254.48148148148,4,841,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=841&z=bgfb,,Complete,,02-17-2016,05-09-2016,2133,651.51851851852,15.9975,13,,15.39511875,0.72175896624473%,0.6094702297234%,-2.39511875,9,1227
842,RMI,859,Missouri,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Complete,,,,7,,04-26-2016,,"2,666.6666666667",1205,"-1,461.6666666667","1,481.4814814815",10,"2,530","1,048.5185185185",4,842,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=842&z=bgfb,,Complete,,02-23-2016,05-09-2016,3688,"2,206.5185185185",27.66,19,,26.451051,0.71721938720174%,0.51518438177874%,-7.451051,15,2530
843,RMI,860,Montana,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",440,"-2,226.6666666667","1,481.4814814815",10,866,-615.48148148148,4,843,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=843&z=bgfb,,In Progress,,02-23-2016,,1257,-224.48148148148,9.4275,3,,9.030879,0.71844701670644%,0.23866348448687%,-6.030879,2,866
844,RMI,861,Nebraska,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",578,"-2,088.6666666667","1,481.4814814815",10,"1,079",-402.48148148148,4,844,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=844&z=bgfb,,Complete,,02-23-2016,05-09-2016,1621,139.51851851852,12.1575,13,,11.645007,0.71838414558914%,0.80197409006786%,1.354993,13,1079
845,RMI,862,Nevada,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",644,"-2,022.6666666667","1,481.4814814815",10,950,-531.48148148148,4,845,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=845&z=bgfb,,Complete,,02-25-2016,05-09-2016,1551,69.518518518518,11.6325,19,,11.174229,0.72045319148936%,1.2250161186331%,7.825771,15,950
846,RMI,863,New Hampshire,OnlineColleges.net,Done - Seattle Override,Nam Phan <58705208.c6ap>,Not Started,,,,7,,,,"2,666.6666666667",583,"-2,083.6666666667","1,481.4814814815",10,"1,109",-372.48148148148,4,846,https://donniedinh.quickbase.com/db/bkmbxb9k6?a=API_GenAddRecordForm&_fid_27=846&z=bgfb,,Complete,,02-29-2016,05-09-2016,1641,159.51851851852,12.3075,9,,11.787798,0.71833016453382%,0.54844606946984%,-2.787798,9,1109
